,WeekPeriod,StartOfWeek,EndOfWeek,List_of_Sites_SHS_Portfolio,Facility_Type,PA,Facility_CD,Report_Status,Late_Submission_FLG
1317,2025-05-24 - 2025-05-30,5/24/2025,5/30/2025,R,Fruit Pie,Staff 3,FPR,Y,Y
915,2025-05-24 - 2025-05-30,5/24/2025,5/30/2025,S,Fruit Pie,Staff 1,FPS,N,N
762,2025-05-24 - 2025-05-30,5/24/2025,5/30/2025,T,Fruit Pie,Staff 1,FPT,Y,N
916,2025-05-24 - 2025-05-30,5/24/2025,5/30/2025,U,Fruit Pie,Staff 1,FPU,N,N
940,2025-05-24 - 2025-05-30,5/24/2025,5/30/2025,V,Cookie Dough,Staff 5,CuV,N,N
2982,2025-05-24 - 2025-05-30,5/24/2025,5/30/2025,W,Fruit Pie,Staff 1,FPW,Y,N
941,2025-05-24 - 2025-05-30,5/24/2025,5/30/2025,X,Cookie Dough,Staff 5,CuX,Y,N
1318,2025-05-24 - 2025-05-30,5/24/2025,5/30/2025,Y,Gummy Bears,Staff 6,GaY,Y,Y
942,2025-05-24 - 2025-05-30,5/24/2025,5/30/2025,Z,Cookie Dough,Staff 4,CuZ,Y,Y
2983,2025-05-24 - 2025-05-30,5/24/2025,5/30/2025,AA,Cookie Dough,Staff 6,CuAA,Y,N
943,2025-05-24 - 2025-05-30,5/24/2025,5/30/2025,AB,Gummy Bears,Staff 3,GaAB,Y,N
1277,2025-05-24 - 2025-05-30,5/24/2025,5/30/2025,AC,Fruit Pie,Staff 4,FPAC,N,N
1319,2025-05-24 - 2025-05-30,5/24/2025,5/30/2025,AD,Fruit Pie,Staff 3,FPAD,Y,N
763,2025-05-24 - 2025-05-30,5/24/2025,5/30/2025,AE,Candy Canes,Staff 2,CnAE,N,N
1278,2025-05-24 - 2025-05-30,5/24/2025,5/30/2025,AF,Fruit Pie,Staff 4,FPAF,Y,N
811,2025-05-24 - 2025-05-30,5/24/2025,5/30/2025,AG,Gummy Bears,Staff 6,GaAG,Y,N
917,2025-05-24 - 2025-05-30,5/24/2025,5/30/2025,AH,Cookie Dough,Staff 5,CuAH,Y,Y
2984,2025-05-24 - 2025-05-30,5/24/2025,5/30/2025,AI,Cookie Dough,Staff 5,CuAI,Y,N
918,2025-05-24 - 2025-05-30,5/24/2025,5/30/2025,AJ,Gummy Bears,Staff 6,GaAJ,N,N
919,2025-05-24 - 2025-05-30,5/24/2025,5/30/2025,AK,Fruit Pie,Staff 6,FPAK,Y,N
764,2025-05-24 - 2025-05-30,5/24/2025,5/30/2025,AL,Gummy Bears,Staff 6,GaAL,Y,Y
1320,2025-05-24 - 2025-05-30,5/24/2025,5/30/2025,AM,Candy Canes,Staff 2,CnAM,N,N
944,2025-05-24 - 2025-05-30,5/24/2025,5/30/2025,AN,Cookie Dough,Staff 5,CuAN,Y,Y
812,2025-05-24 - 2025-05-30,5/24/2025,5/30/2025,AO,Fruit Pie,Staff 1,FPAO,N,N
765,2025-05-24 - 2025-05-30,5/24/2025,5/30/2025,AP,Gummy Bears,Staff 6,GaAP,N,N
945,2025-05-24 - 2025-05-30,5/24/2025,5/30/2025,AQ,Cookie Dough,Staff 1,CuAQ,N,N
920,2025-05-24 - 2025-05-30,5/24/2025,5/30/2025,AR,Fruit Pie,Staff 3,FPAR,Y,N
658,2025-05-24 - 2025-05-30,5/24/2025,5/30/2025,AS,Fruit Pie,Staff 3,FPAS,N,N
813,2025-05-24 - 2025-05-30,5/24/2025,5/30/2025,AT,Gummy Bears,Staff 6,GaAT,Y,Y
766,2025-05-24 - 2025-05-30,5/24/2025,5/30/2025,AU,Cookie Dough,Staff 5,CuAU,N,N
659,2025-05-24 - 2025-05-30,5/24/2025,5/30/2025,AV,Cookie Dough,Staff 5,CuAV,Y,N
946,2025-05-24 - 2025-05-30,5/24/2025,5/30/2025,AW,Fruit Pie,Staff 1,FPAW,N,N
814,2025-05-24 - 2025-05-30,5/24/2025,5/30/2025,AX,Gummy Bears,Staff 6,GaAX,Y,N
815,2025-05-24 - 2025-05-30,5/24/2025,5/30/2025,AY,Fruit Pie,Staff 6,FPAY,Y,Y
947,2025-05-24 - 2025-05-30,5/24/2025,5/30/2025,AZ,Cookie Dough,Staff 5,CuAZ,Y,N
1321,2025-05-24 - 2025-05-30,5/24/2025,5/30/2025,AAA,Cookie Dough,Staff 5,CuAAA,N,N
2985,2025-05-24 - 2025-05-30,5/24/2025,5/30/2025,AAB,Fruit Pie,Staff 4,FPAAB,Y,N
767,2025-05-24 - 2025-05-30,5/24/2025,5/30/2025,AAC,Fruit Pie,Staff 4,FPAAC,Y,Y
921,2025-05-24 - 2025-05-30,5/24/2025,5/30/2025,AAD,Fruit Pie,Staff 1,FPAAD,N,N
1322,2025-05-31 - 2025-06-06,5/31/2025,6/6/2025,A,Fruit Pie,Staff 1,FPA,N,N
1323,2025-05-31 - 2025-06-06,5/31/2025,6/6/2025,B,Fruit Pie,Staff 1,FPB,Y,N
1324,2025-05-31 - 2025-06-06,5/31/2025,6/6/2025,C,Gummy Bears,Staff 6,GaC,N,N
2986,2025-05-31 - 2025-06-06,5/31/2025,6/6/2025,D,Fruit Pie,Staff 1,FPD,Y,N
768,2025-05-31 - 2025-06-06,5/31/2025,6/6/2025,E,Fruit Pie,Staff 3,FPE,Y,N
1509,2025-05-31 - 2025-06-06,5/31/2025,6/6/2025,F,Fruit Pie,Staff 3,FPF,Y,Y
2987,2025-05-31 - 2025-06-06,5/31/2025,6/6/2025,G,Candy Canes,Staff 2,CnG,Y,N
660,2025-05-31 - 2025-06-06,5/31/2025,6/6/2025,H,Candy Canes,Staff 2,CnH,Y,N
1510,2025-05-31 - 2025-06-06,5/31/2025,6/6/2025,I,Candy Canes,Staff 2,CnI,Y,N
769,2025-05-31 - 2025-06-06,5/31/2025,6/6/2025,J,Fruit Pie,Staff 3,FPJ,Y,N
1325,2025-05-31 - 2025-06-06,5/31/2025,6/6/2025,K,Fruit Pie,Staff 3,FPK,Y,N
2988,2025-05-31 - 2025-06-06,5/31/2025,6/6/2025,L,Fruit Pie,Staff 1,FPL,Y,Y
770,2025-05-31 - 2025-06-06,5/31/2025,6/6/2025,M,Candy Canes,Staff 2,CnM,N,N
771,2025-05-31 - 2025-06-06,5/31/2025,6/6/2025,N,Fruit Pie,Staff 4,FPN,Y,N
816,2025-05-31 - 2025-06-06,5/31/2025,6/6/2025,O,Fruit Pie,Staff 3,FPO,Y,N
772,2025-05-31 - 2025-06-06,5/31/2025,6/6/2025,P,Fruit Pie,Staff 4,FPP,Y,N
773,2025-05-31 - 2025-06-06,5/31/2025,6/6/2025,Q,Fruit Pie,Staff 4,FPQ,Y,N
661,2025-05-31 - 2025-06-06,5/31/2025,6/6/2025,R,Fruit Pie,Staff 3,FPR,Y,N
662,2025-05-31 - 2025-06-06,5/31/2025,6/6/2025,S,Fruit Pie,Staff 1,FPS,N,N
817,2025-05-31 - 2025-06-06,5/31/2025,6/6/2025,T,Fruit Pie,Staff 1,FPT,Y,N
1326,2025-05-31 - 2025-06-06,5/31/2025,6/6/2025,U,Fruit Pie,Staff 1,FPU,N,N
1511,2025-05-31 - 2025-06-06,5/31/2025,6/6/2025,V,Cookie Dough,Staff 5,CuV,N,N
663,2025-05-31 - 2025-06-06,5/31/2025,6/6/2025,W,Fruit Pie,Staff 1,FPW,Y,N
1327,2025-05-31 - 2025-06-06,5/31/2025,6/6/2025,X,Cookie Dough,Staff 5,CuX,Y,N
922,2025-05-31 - 2025-06-06,5/31/2025,6/6/2025,Y,Gummy Bears,Staff 6,GaY,Y,Y
1512,2025-05-31 - 2025-06-06,5/31/2025,6/6/2025,Z,Cookie Dough,Staff 4,CuZ,Y,Y
1513,2025-05-31 - 2025-06-06,5/31/2025,6/6/2025,AA,Cookie Dough,Staff 6,CuAA,Y,N
1328,2025-05-31 - 2025-06-06,5/31/2025,6/6/2025,AB,Gummy Bears,Staff 3,GaAB,N,N
774,2025-05-31 - 2025-06-06,5/31/2025,6/6/2025,AC,Fruit Pie,Staff 4,FPAC,Y,N
948,2025-05-31 - 2025-06-06,5/31/2025,6/6/2025,AD,Fruit Pie,Staff 3,FPAD,Y,Y
923,2025-05-31 - 2025-06-06,5/31/2025,6/6/2025,AE,Candy Canes,Staff 2,CnAE,Y,N
2989,2025-05-31 - 2025-06-06,5/31/2025,6/6/2025,AF,Fruit Pie,Staff 4,FPAF,Y,N
2990,2025-05-31 - 2025-06-06,5/31/2025,6/6/2025,AG,Gummy Bears,Staff 6,GaAG,Y,N
1329,2025-05-31 - 2025-06-06,5/31/2025,6/6/2025,AH,Cookie Dough,Staff 5,CuAH,N,N
818,2025-05-31 - 2025-06-06,5/31/2025,6/6/2025,AI,Cookie Dough,Staff 5,CuAI,Y,N
664,2025-05-31 - 2025-06-06,5/31/2025,6/6/2025,AJ,Gummy Bears,Staff 6,GaAJ,N,N
1330,2025-05-31 - 2025-06-06,5/31/2025,6/6/2025,AK,Fruit Pie,Staff 6,FPAK,Y,Y
924,2025-05-31 - 2025-06-06,5/31/2025,6/6/2025,AL,Gummy Bears,Staff 6,GaAL,Y,Y
925,2025-05-31 - 2025-06-06,5/31/2025,6/6/2025,AM,Candy Canes,Staff 2,CnAM,Y,Y
1331,2025-05-31 - 2025-06-06,5/31/2025,6/6/2025,AN,Cookie Dough,Staff 5,CuAN,N,N
1514,2025-05-31 - 2025-06-06,5/31/2025,6/6/2025,AO,Fruit Pie,Staff 1,FPAO,N,N
2991,2025-05-31 - 2025-06-06,5/31/2025,6/6/2025,AP,Gummy Bears,Staff 6,GaAP,N,N
1515,2025-05-31 - 2025-06-06,5/31/2025,6/6/2025,AQ,Cookie Dough,Staff 1,CuAQ,Y,N
949,2025-05-31 - 2025-06-06,5/31/2025,6/6/2025,AR,Fruit Pie,Staff 3,FPAR,Y,Y
1332,2025-05-31 - 2025-06-06,5/31/2025,6/6/2025,AS,Fruit Pie,Staff 3,FPAS,N,N
775,2025-05-31 - 2025-06-06,5/31/2025,6/6/2025,AT,Gummy Bears,Staff 6,GaAT,Y,Y
926,2025-05-31 - 2025-06-06,5/31/2025,6/6/2025,AU,Cookie Dough,Staff 5,CuAU,N,N
927,2025-05-31 - 2025-06-06,5/31/2025,6/6/2025,AV,Cookie Dough,Staff 5,CuAV,Y,Y
1516,2025-05-31 - 2025-06-06,5/31/2025,6/6/2025,AW,Fruit Pie,Staff 1,FPAW,N,N
950,2025-05-31 - 2025-06-06,5/31/2025,6/6/2025,AX,Gummy Bears,Staff 6,GaAX,Y,N
776,2025-05-31 - 2025-06-06,5/31/2025,6/6/2025,AY,Fruit Pie,Staff 6,FPAY,Y,Y
1333,2025-05-31 - 2025-06-06,5/31/2025,6/6/2025,AZ,Cookie Dough,Staff 5,CuAZ,Y,N
1517,2025-05-31 - 2025-06-06,5/31/2025,6/6/2025,AAA,Cookie Dough,Staff 5,CuAAA,Y,N
777,2025-05-31 - 2025-06-06,5/31/2025,6/6/2025,AAB,Fruit Pie,Staff 4,FPAAB,Y,N
819,2025-05-31 - 2025-06-06,5/31/2025,6/6/2025,AAC,Fruit Pie,Staff 4,FPAAC,Y,N
778,2025-05-31 - 2025-06-06,5/31/2025,6/6/2025,AAD,Fruit Pie,Staff 1,FPAAD,N,N
1518,2025-06-07 - 2025-06-13,6/7/2025,6/13/2025,A,Fruit Pie,Staff 1,FPA,N,N
951,2025-06-07 - 2025-06-13,6/7/2025,6/13/2025,B,Fruit Pie,Staff 1,FPB,N,N
972,2025-06-07 - 2025-06-13,6/7/2025,6/13/2025,C,Gummy Bears,Staff 6,GaC,N,N
928,2025-06-07 - 2025-06-13,6/7/2025,6/13/2025,D,Fruit Pie,Staff 1,FPD,Y,N
1519,2025-06-07 - 2025-06-13,6/7/2025,6/13/2025,E,Fruit Pie,Staff 3,FPE,Y,N
779,2025-06-07 - 2025-06-13,6/7/2025,6/13/2025,F,Fruit Pie,Staff 3,FPF,Y,N
665,2025-06-07 - 2025-06-13,6/7/2025,6/13/2025,G,Candy Canes,Staff 2,CnG,Y,N
952,2025-06-07 - 2025-06-13,6/7/2025,6/13/2025,H,Candy Canes,Staff 2,CnH,Y,N
973,2025-06-07 - 2025-06-13,6/7/2025,6/13/2025,I,Candy Canes,Staff 2,CnI,Y,N
780,2025-06-07 - 2025-06-13,6/7/2025,6/13/2025,J,Fruit Pie,Staff 3,FPJ,Y,N
974,2025-06-07 - 2025-06-13,6/7/2025,6/13/2025,K,Fruit Pie,Staff 3,FPK,Y,N
1012,2025-06-07 - 2025-06-13,6/7/2025,6/13/2025,L,Fruit Pie,Staff 1,FPL,N,N
1013,2025-06-07 - 2025-06-13,6/7/2025,6/13/2025,M,Candy Canes,Staff 2,CnM,N,N
975,2025-06-07 - 2025-06-13,6/7/2025,6/13/2025,N,Fruit Pie,Staff 4,FPN,Y,N
953,2025-06-07 - 2025-06-13,6/7/2025,6/13/2025,O,Fruit Pie,Staff 3,FPO,Y,N
929,2025-06-07 - 2025-06-13,6/7/2025,6/13/2025,P,Fruit Pie,Staff 4,FPP,N,N
1014,2025-06-07 - 2025-06-13,6/7/2025,6/13/2025,Q,Fruit Pie,Staff 4,FPQ,Y,Y
1334,2025-06-07 - 2025-06-13,6/7/2025,6/13/2025,R,Fruit Pie,Staff 3,FPR,Y,N
954,2025-06-07 - 2025-06-13,6/7/2025,6/13/2025,S,Fruit Pie,Staff 1,FPS,Y,N
2992,2025-06-07 - 2025-06-13,6/7/2025,6/13/2025,T,Fruit Pie,Staff 1,FPT,Y,N
930,2025-06-07 - 2025-06-13,6/7/2025,6/13/2025,U,Fruit Pie,Staff 1,FPU,N,N
2993,2025-06-07 - 2025-06-13,6/7/2025,6/13/2025,V,Cookie Dough,Staff 5,CuV,Y,N
2994,2025-06-07 - 2025-06-13,6/7/2025,6/13/2025,W,Fruit Pie,Staff 1,FPW,Y,N
1335,2025-06-07 - 2025-06-13,6/7/2025,6/13/2025,X,Cookie Dough,Staff 5,CuX,Y,N
955,2025-06-07 - 2025-06-13,6/7/2025,6/13/2025,Y,Gummy Bears,Staff 6,GaY,N,N
1336,2025-06-07 - 2025-06-13,6/7/2025,6/13/2025,Z,Cookie Dough,Staff 4,CuZ,Y,N
956,2025-06-07 - 2025-06-13,6/7/2025,6/13/2025,AA,Cookie Dough,Staff 6,CuAA,Y,N
1337,2025-06-07 - 2025-06-13,6/7/2025,6/13/2025,AB,Gummy Bears,Staff 3,GaAB,N,N
931,2025-06-07 - 2025-06-13,6/7/2025,6/13/2025,AC,Fruit Pie,Staff 4,FPAC,Y,N
666,2025-06-07 - 2025-06-13,6/7/2025,6/13/2025,AD,Fruit Pie,Staff 3,FPAD,Y,N
2995,2025-06-07 - 2025-06-13,6/7/2025,6/13/2025,AE,Candy Canes,Staff 2,CnAE,Y,N
858,2025-06-07 - 2025-06-13,6/7/2025,6/13/2025,AF,Fruit Pie,Staff 4,FPAF,Y,N
859,2025-06-07 - 2025-06-13,6/7/2025,6/13/2025,AG,Gummy Bears,Staff 6,GaAG,Y,N
1520,2025-06-07 - 2025-06-13,6/7/2025,6/13/2025,AH,Cookie Dough,Staff 5,CuAH,N,N
957,2025-06-07 - 2025-06-13,6/7/2025,6/13/2025,AI,Cookie Dough,Staff 5,CuAI,Y,N
2996,2025-06-07 - 2025-06-13,6/7/2025,6/13/2025,AJ,Gummy Bears,Staff 6,GaAJ,N,N
932,2025-06-07 - 2025-06-13,6/7/2025,6/13/2025,AK,Fruit Pie,Staff 6,FPAK,N,N
1015,2025-06-07 - 2025-06-13,6/7/2025,6/13/2025,AL,Gummy Bears,Staff 6,GaAL,N,N
1521,2025-06-07 - 2025-06-13,6/7/2025,6/13/2025,AM,Candy Canes,Staff 2,CnAM,Y,N
2997,2025-06-07 - 2025-06-13,6/7/2025,6/13/2025,AN,Cookie Dough,Staff 5,CuAN,Y,N
958,2025-06-07 - 2025-06-13,6/7/2025,6/13/2025,AO,Fruit Pie,Staff 1,FPAO,N,N
1338,2025-06-07 - 2025-06-13,6/7/2025,6/13/2025,AP,Gummy Bears,Staff 6,GaAP,N,N
933,2025-06-07 - 2025-06-13,6/7/2025,6/13/2025,AQ,Cookie Dough,Staff 1,CuAQ,Y,N
934,2025-06-07 - 2025-06-13,6/7/2025,6/13/2025,AR,Fruit Pie,Staff 3,FPAR,Y,N
976,2025-06-07 - 2025-06-13,6/7/2025,6/13/2025,AS,Fruit Pie,Staff 3,FPAS,N,N
959,2025-06-07 - 2025-06-13,6/7/2025,6/13/2025,AT,Gummy Bears,Staff 6,GaAT,N,N
1522,2025-06-07 - 2025-06-13,6/7/2025,6/13/2025,AU,Cookie Dough,Staff 5,CuAU,N,N
860,2025-06-07 - 2025-06-13,6/7/2025,6/13/2025,AV,Cookie Dough,Staff 5,CuAV,N,N
1126,2025-06-07 - 2025-06-13,6/7/2025,6/13/2025,AW,Fruit Pie,Staff 1,FPAW,N,N
1127,2025-06-07 - 2025-06-13,6/7/2025,6/13/2025,AX,Gummy Bears,Staff 6,GaAX,Y,N
1128,2025-06-07 - 2025-06-13,6/7/2025,6/13/2025,AY,Fruit Pie,Staff 6,FPAY,Y,N
977,2025-06-07 - 2025-06-13,6/7/2025,6/13/2025,AZ,Cookie Dough,Staff 5,CuAZ,Y,N
960,2025-06-07 - 2025-06-13,6/7/2025,6/13/2025,AAA,Cookie Dough,Staff 5,CuAAA,Y,N
961,2025-06-07 - 2025-06-13,6/7/2025,6/13/2025,AAB,Fruit Pie,Staff 4,FPAAB,Y,N
1016,2025-06-07 - 2025-06-13,6/7/2025,6/13/2025,AAC,Fruit Pie,Staff 4,FPAAC,Y,N
962,2025-06-07 - 2025-06-13,6/7/2025,6/13/2025,AAD,Fruit Pie,Staff 1,FPAAD,Y,N
2998,2025-06-14 - 2025-06-20,6/14/2025,6/20/2025,A,Fruit Pie,Staff 1,FPA,Y,N
1523,2025-06-14 - 2025-06-20,6/14/2025,6/20/2025,B,Fruit Pie,Staff 1,FPB,Y,N
1524,2025-06-14 - 2025-06-20,6/14/2025,6/20/2025,C,Gummy Bears,Staff 6,GaC,N,N
978,2025-06-14 - 2025-06-20,6/14/2025,6/20/2025,D,Fruit Pie,Staff 1,FPD,Y,N
963,2025-06-14 - 2025-06-20,6/14/2025,6/20/2025,E,Fruit Pie,Staff 3,FPE,Y,N
1339,2025-06-14 - 2025-06-20,6/14/2025,6/20/2025,F,Fruit Pie,Staff 3,FPF,Y,N
1340,2025-06-14 - 2025-06-20,6/14/2025,6/20/2025,G,Candy Canes,Staff 2,CnG,Y,N
979,2025-06-14 - 2025-06-20,6/14/2025,6/20/2025,H,Candy Canes,Staff 2,CnH,Y,N
1129,2025-06-14 - 2025-06-20,6/14/2025,6/20/2025,I,Candy Canes,Staff 2,CnI,Y,N
861,2025-06-14 - 2025-06-20,6/14/2025,6/20/2025,J,Fruit Pie,Staff 3,FPJ,Y,N
1525,2025-06-14 - 2025-06-20,6/14/2025,6/20/2025,K,Fruit Pie,Staff 3,FPK,Y,N
1341,2025-06-14 - 2025-06-20,6/14/2025,6/20/2025,L,Fruit Pie,Staff 1,FPL,N,N
1342,2025-06-14 - 2025-06-20,6/14/2025,6/20/2025,M,Candy Canes,Staff 2,CnM,Y,N
964,2025-06-14 - 2025-06-20,6/14/2025,6/20/2025,N,Fruit Pie,Staff 4,FPN,Y,N
862,2025-06-14 - 2025-06-20,6/14/2025,6/20/2025,O,Fruit Pie,Staff 3,FPO,N,N
965,2025-06-14 - 2025-06-20,6/14/2025,6/20/2025,P,Fruit Pie,Staff 4,FPP,N,N
1343,2025-06-14 - 2025-06-20,6/14/2025,6/20/2025,Q,Fruit Pie,Staff 4,FPQ,Y,N
1017,2025-06-14 - 2025-06-20,6/14/2025,6/20/2025,R,Fruit Pie,Staff 3,FPR,Y,N
1526,2025-06-14 - 2025-06-20,6/14/2025,6/20/2025,S,Fruit Pie,Staff 1,FPS,N,N
863,2025-06-14 - 2025-06-20,6/14/2025,6/20/2025,T,Fruit Pie,Staff 1,FPT,Y,Y
2999,2025-06-14 - 2025-06-20,6/14/2025,6/20/2025,U,Fruit Pie,Staff 1,FPU,N,N
1130,2025-06-14 - 2025-06-20,6/14/2025,6/20/2025,V,Cookie Dough,Staff 5,CuV,Y,N
1527,2025-06-14 - 2025-06-20,6/14/2025,6/20/2025,W,Fruit Pie,Staff 1,FPW,Y,N
1018,2025-06-14 - 2025-06-20,6/14/2025,6/20/2025,X,Cookie Dough,Staff 5,CuX,Y,N
1528,2025-06-14 - 2025-06-20,6/14/2025,6/20/2025,Y,Gummy Bears,Staff 6,GaY,N,N
1019,2025-06-14 - 2025-06-20,6/14/2025,6/20/2025,Z,Cookie Dough,Staff 4,CuZ,N,N
1131,2025-06-14 - 2025-06-20,6/14/2025,6/20/2025,AA,Cookie Dough,Staff 6,CuAA,Y,N
1020,2025-06-14 - 2025-06-20,6/14/2025,6/20/2025,AB,Gummy Bears,Staff 3,GaAB,Y,N
1132,2025-06-14 - 2025-06-20,6/14/2025,6/20/2025,AC,Fruit Pie,Staff 4,FPAC,N,N
1021,2025-06-14 - 2025-06-20,6/14/2025,6/20/2025,AD,Fruit Pie,Staff 3,FPAD,Y,N
1344,2025-06-14 - 2025-06-20,6/14/2025,6/20/2025,AE,Candy Canes,Staff 2,CnAE,Y,N
1345,2025-06-14 - 2025-06-20,6/14/2025,6/20/2025,AF,Fruit Pie,Staff 4,FPAF,Y,N
3000,2025-06-14 - 2025-06-20,6/14/2025,6/20/2025,AG,Gummy Bears,Staff 6,GaAG,Y,N
980,2025-06-14 - 2025-06-20,6/14/2025,6/20/2025,AH,Cookie Dough,Staff 5,CuAH,N,N
864,2025-06-14 - 2025-06-20,6/14/2025,6/20/2025,AI,Cookie Dough,Staff 5,CuAI,Y,N
1529,2025-06-14 - 2025-06-20,6/14/2025,6/20/2025,AJ,Gummy Bears,Staff 6,GaAJ,N,N
3001,2025-06-14 - 2025-06-20,6/14/2025,6/20/2025,AK,Fruit Pie,Staff 6,FPAK,Y,N
1346,2025-06-14 - 2025-06-20,6/14/2025,6/20/2025,AL,Gummy Bears,Staff 6,GaAL,N,N
3002,2025-06-14 - 2025-06-20,6/14/2025,6/20/2025,AM,Candy Canes,Staff 2,CnAM,Y,N
1022,2025-06-14 - 2025-06-20,6/14/2025,6/20/2025,AN,Cookie Dough,Staff 5,CuAN,Y,Y
865,2025-06-14 - 2025-06-20,6/14/2025,6/20/2025,AO,Fruit Pie,Staff 1,FPAO,N,N
1347,2025-06-14 - 2025-06-20,6/14/2025,6/20/2025,AP,Gummy Bears,Staff 6,GaAP,N,N
981,2025-06-14 - 2025-06-20,6/14/2025,6/20/2025,AQ,Cookie Dough,Staff 1,CuAQ,N,N
1133,2025-06-14 - 2025-06-20,6/14/2025,6/20/2025,AR,Fruit Pie,Staff 3,FPAR,Y,N
982,2025-06-14 - 2025-06-20,6/14/2025,6/20/2025,AS,Fruit Pie,Staff 3,FPAS,N,N
866,2025-06-14 - 2025-06-20,6/14/2025,6/20/2025,AT,Gummy Bears,Staff 6,GaAT,Y,N
966,2025-06-14 - 2025-06-20,6/14/2025,6/20/2025,AU,Cookie Dough,Staff 5,CuAU,Y,N
3003,2025-06-14 - 2025-06-20,6/14/2025,6/20/2025,AV,Cookie Dough,Staff 5,CuAV,Y,N
983,2025-06-14 - 2025-06-20,6/14/2025,6/20/2025,AW,Fruit Pie,Staff 1,FPAW,N,N
867,2025-06-14 - 2025-06-20,6/14/2025,6/20/2025,AX,Gummy Bears,Staff 6,GaAX,Y,Y
967,2025-06-14 - 2025-06-20,6/14/2025,6/20/2025,AY,Fruit Pie,Staff 6,FPAY,N,N
1530,2025-06-14 - 2025-06-20,6/14/2025,6/20/2025,AZ,Cookie Dough,Staff 5,CuAZ,Y,N
1134,2025-06-14 - 2025-06-20,6/14/2025,6/20/2025,AAA,Cookie Dough,Staff 5,CuAAA,Y,N
1348,2025-06-14 - 2025-06-20,6/14/2025,6/20/2025,AAB,Fruit Pie,Staff 4,FPAAB,Y,N
1349,2025-06-14 - 2025-06-20,6/14/2025,6/20/2025,AAC,Fruit Pie,Staff 4,FPAAC,Y,Y
868,2025-06-14 - 2025-06-20,6/14/2025,6/20/2025,AAD,Fruit Pie,Staff 1,FPAAD,Y,N
1350,2025-06-21 - 2025-06-27,6/21/2025,6/27/2025,A,Fruit Pie,Staff 1,FPA,N,N
1351,2025-06-21 - 2025-06-27,6/21/2025,6/27/2025,B,Fruit Pie,Staff 1,FPB,N,N
968,2025-06-21 - 2025-06-27,6/21/2025,6/27/2025,C,Gummy Bears,Staff 6,GaC,N,N
3004,2025-06-21 - 2025-06-27,6/21/2025,6/27/2025,D,Fruit Pie,Staff 1,FPD,Y,N
1023,2025-06-21 - 2025-06-27,6/21/2025,6/27/2025,E,Fruit Pie,Staff 3,FPE,Y,N
869,2025-06-21 - 2025-06-27,6/21/2025,6/27/2025,F,Fruit Pie,Staff 3,FPF,N,N
1352,2025-06-21 - 2025-06-27,6/21/2025,6/27/2025,G,Candy Canes,Staff 2,CnG,Y,N
1135,2025-06-21 - 2025-06-27,6/21/2025,6/27/2025,H,Candy Canes,Staff 2,CnH,N,N
870,2025-06-21 - 2025-06-27,6/21/2025,6/27/2025,I,Candy Canes,Staff 2,CnI,Y,N
1024,2025-06-21 - 2025-06-27,6/21/2025,6/27/2025,J,Fruit Pie,Staff 3,FPJ,Y,N
1353,2025-06-21 - 2025-06-27,6/21/2025,6/27/2025,K,Fruit Pie,Staff 3,FPK,Y,N
3005,2025-06-21 - 2025-06-27,6/21/2025,6/27/2025,L,Fruit Pie,Staff 1,FPL,Y,Y
1025,2025-06-21 - 2025-06-27,6/21/2025,6/27/2025,M,Candy Canes,Staff 2,CnM,Y,N
1531,2025-06-21 - 2025-06-27,6/21/2025,6/27/2025,N,Fruit Pie,Staff 4,FPN,Y,N
1136,2025-06-21 - 2025-06-27,6/21/2025,6/27/2025,O,Fruit Pie,Staff 3,FPO,N,N
1026,2025-06-21 - 2025-06-27,6/21/2025,6/27/2025,P,Fruit Pie,Staff 4,FPP,N,N
1027,2025-06-21 - 2025-06-27,6/21/2025,6/27/2025,Q,Fruit Pie,Staff 4,FPQ,Y,N
1532,2025-06-21 - 2025-06-27,6/21/2025,6/27/2025,R,Fruit Pie,Staff 3,FPR,N,N
1354,2025-06-21 - 2025-06-27,6/21/2025,6/27/2025,S,Fruit Pie,Staff 1,FPS,N,N
1137,2025-06-21 - 2025-06-27,6/21/2025,6/27/2025,T,Fruit Pie,Staff 1,FPT,Y,N
1355,2025-06-21 - 2025-06-27,6/21/2025,6/27/2025,U,Fruit Pie,Staff 1,FPU,N,N
871,2025-06-21 - 2025-06-27,6/21/2025,6/27/2025,V,Cookie Dough,Staff 5,CuV,N,N
1028,2025-06-21 - 2025-06-27,6/21/2025,6/27/2025,W,Fruit Pie,Staff 1,FPW,Y,N
1356,2025-06-21 - 2025-06-27,6/21/2025,6/27/2025,X,Cookie Dough,Staff 5,CuX,Y,N
969,2025-06-21 - 2025-06-27,6/21/2025,6/27/2025,Y,Gummy Bears,Staff 6,GaY,Y,Y
1621,2025-06-21 - 2025-06-27,6/21/2025,6/27/2025,Z,Cookie Dough,Staff 4,CuZ,Y,Y
984,2025-06-21 - 2025-06-27,6/21/2025,6/27/2025,AA,Cookie Dough,Staff 6,CuAA,Y,N
1622,2025-06-21 - 2025-06-27,6/21/2025,6/27/2025,AB,Gummy Bears,Staff 3,GaAB,Y,Y
970,2025-06-21 - 2025-06-27,6/21/2025,6/27/2025,AC,Fruit Pie,Staff 4,FPAC,Y,N
971,2025-06-21 - 2025-06-27,6/21/2025,6/27/2025,AD,Fruit Pie,Staff 3,FPAD,Y,N
