,WeekPeriod,StartOfWeek,EndOfWeek,List_of_Sites_SHS_Portfolio,Facility_Type,PA,Facility_CD,Report_Status,Late_Submission_FLG
1020,2025-06-14 - 2025-06-20,2025-06-14,2025-06-20,MAINCHANCE/GCN DROP-IN CENTER,Drop-in Center,Mohammed,DI02,Y,N
1021,2025-06-14 - 2025-06-20,2025-06-14,2025-06-20,MIDWOOD SAFE HAVEN,Safe Haven,Mohammed,B015,Y,N
1022,2025-06-14 - 2025-06-20,2025-06-14,2025-06-20,PROSPECT STABILIZATION BEDS PROGRAM,Stabilization,Maggie,XS05,Y,Y
1023,2025-06-21 - 2025-06-27,2025-06-21,2025-06-27,BRC BOWERY SAFE HAVEN,Safe Haven,Mohammed,M034,Y,N
1024,2025-06-21 - 2025-06-27,2025-06-21,2025-06-27,BREAKING GROUND SEAFARERS,Safe Haven,Mohammed,M019,Y,N
1025,2025-06-21 - 2025-06-27,2025-06-21,2025-06-27,BronxWorks Outreach Team,Outreach Team ,Elena,,Y,N
1026,2025-06-21 - 2025-06-27,2025-06-21,2025-06-27,COMUNILIFE E. 146 STREET SAFE HAVEN I,Safe Haven,Ernest,X018,N,N
1027,2025-06-21 - 2025-06-27,2025-06-21,2025-06-27,COMUNILIFE SAFE HAVEN II (MONROE AVENUE),Safe Haven,Ernest,X016,Y,N
1028,2025-06-21 - 2025-06-27,2025-06-21,2025-06-27,HEGEMAN SAFE HAVEN,Safe Haven,Brenita,B014,Y,N
1029,2025-06-21 - 2025-06-27,2025-06-21,2025-06-27,PAUL'S PLACE DROP IN,Drop-in Center,Cindy,DI08,N,N
1030,2025-06-21 - 2025-06-27,2025-06-21,2025-06-27,WASHINGTON STREET SAFE HAVEN,Safe Haven,Ernest,M035,Y,N
1031,2025-06-21 - 2025-06-27,2025-06-21,2025-06-27,WESTCHESTER AVENUE SAFE HAVEN,Safe Haven,Brenita,X730,Y,N
1032,2025-06-28 - 2025-07-04,2025-06-28,2025-07-04,EAST FLATBUSH SAFE HAVEN,Safe Haven,Brenita,B016,Y,N
1033,2025-06-28 - 2025-07-04,2025-06-28,2025-07-04,PARKSIDE STABILIZATION,Stabilization,Maggie,BS04,Y,N
1034,2025-07-05 - 2025-07-11,2025-07-05,2025-07-11,105 STREET SAFE HAVEN,Safe Haven,Brenita,M011,N,N
1035,2025-07-05 - 2025-07-11,2025-07-05,2025-07-11,127TH STREET KELLY SAFE HAVEN,Safe Haven,Brenita,M018,Y,N
1036,2025-07-05 - 2025-07-11,2025-07-05,2025-07-11,BRC Outreach Team,Outreach Team ,Elena,,Y,N
1037,2025-07-05 - 2025-07-11,2025-07-05,2025-07-11,CROMWELL AVENUE SAFE HAVEN,Safe Haven,Brenita,V014,N,N
1038,2025-07-05 - 2025-07-11,2025-07-05,2025-07-11,INFINITI STABILIZATION,Stabilization,Maggie,BH13,Y,N
1039,2025-07-05 - 2025-07-11,2025-07-05,2025-07-11,LONG ACRE STABILIZATION - CUCS,Stabilization,Ernest,M096,Y,Y
1040,2025-07-05 - 2025-07-11,2025-07-05,2025-07-11,OLD BROADWAY SAFE HAVEN,Safe Haven,Ernest,M022,Y,N
1041,2025-07-05 - 2025-07-11,2025-07-05,2025-07-11,PYRAMID SAFE HAVEN,Safe Haven,Brenita,X015,N,N
1042,2025-07-05 - 2025-07-11,2025-07-05,2025-07-11,QUEENS DROP IN CENTER,Drop-in Center,Cindy,DI06,N,N
1043,2025-07-12 - 2025-07-18,2025-07-12,2025-07-18,BG AT 83RD STREET,Safe Haven,Brenita,MS01,Y,N
1044,2025-07-12 - 2025-07-18,2025-07-12,2025-07-18,CARE FOUND HERE MORRIS AVENUE,Safe Haven,Ernest,XS07,Y,Y
1045,2025-07-12 - 2025-07-18,2025-07-12,2025-07-18,COMUNILIFE E. 146 STREET SAFE HAVEN I,Safe Haven,Ernest,X018,N,N
1046,2025-07-12 - 2025-07-18,2025-07-12,2025-07-18,PARK OVERLOOK STABILIZATION,Stabilization,Maggie,XS08,N,N
1047,2025-07-12 - 2025-07-18,2025-07-12,2025-07-18,UNION HALL SAFE HAVEN,Safe Haven,Cindy,QSH4,Y,Y
1048,2025-07-19 - 2025-07-25,2025-07-19,2025-07-25,Breaking Ground Brooklyn Outreach Team,Outreach Team ,Elena,,Y,N
1049,2025-07-19 - 2025-07-25,2025-07-19,2025-07-25,CARPENTER HOUSE SAFE HAVEN,Safe Haven,Mohammed,S014,N,N
1050,2025-03-01 - 2025-03-07,2025-03-01,2025-03-07,PAUL'S PLACE SAFE HAVEN,Safe Haven,Cindy,M021,Y,Y
1051,2025-03-01 - 2025-03-07,2025-03-01,2025-03-07,PROJECT HOSPITALITY DROP-IN,Drop-in Center,Cindy,DI03,N,N
1052,2025-03-01 - 2025-03-07,2025-03-01,2025-03-07,Project Hospitality Outreach Team,Outreach Team ,Elena,,Y,N
1053,2025-03-01 - 2025-03-07,2025-03-01,2025-03-07,THE HOLLY STABILIZATION,Stabilization,Maggie,MS03,N,N
1054,2025-03-08 - 2025-03-14,2025-03-08,2025-03-14,COMUNILIFE E. 146 STREET SAFE HAVEN I,Safe Haven,Ernest,X018,N,N
1055,2025-03-08 - 2025-03-14,2025-03-08,2025-03-14,PAUL'S PLACE SAFE HAVEN,Safe Haven,Cindy,M021,Y,N
1056,2025-03-08 - 2025-03-14,2025-03-08,2025-03-14,PROJECT HOSPITALITY DROP-IN,Drop-in Center,Cindy,DI03,N,N
1057,2025-03-08 - 2025-03-14,2025-03-08,2025-03-14,STEBBINS STABILIZATION,Stabilization,Brenita,XS02,Y,N
1058,2025-03-08 - 2025-03-14,2025-03-08,2025-03-14,TOV STABILIZATION BEDS PROGRAM,Stabilization,Maggie,XS04,Y,Y
1059,2025-03-08 - 2025-03-14,2025-03-08,2025-03-14,TRAVELER'S SAFE HAVEN,Safe Haven,Brenita,M014,N,N
1060,2025-03-08 - 2025-03-14,2025-03-08,2025-03-14,UNION HALL SAFE HAVEN,Safe Haven,Cindy,QSH4,Y,Y
1061,2025-03-15 - 2025-03-21,2025-03-15,2025-03-21,BREAKING GROUND SEAFARERS,Safe Haven,Mohammed,M019,Y,N
1062,2025-03-15 - 2025-03-21,2025-03-15,2025-03-21,CARPENTER HOUSE SAFE HAVEN,Safe Haven,Mohammed,S014,Y,N
1063,2025-03-15 - 2025-03-21,2025-03-15,2025-03-21,EAST FLATBUSH SAFE HAVEN,Safe Haven,Brenita,B016,Y,N
1064,2025-03-15 - 2025-03-21,2025-03-15,2025-03-21,MARMION AVENUE SAFE HAVEN,Safe Haven,Ernest,X179,N,N
1065,2025-03-15 - 2025-03-21,2025-03-15,2025-03-21,PARKSIDE STABILIZATION,Stabilization,Maggie,BS04,Y,N
1066,2025-03-15 - 2025-03-21,2025-03-15,2025-03-21,UNION HALL DROP IN,Drop-in Center,Cindy,DI09,Y,N
1067,2025-03-15 - 2025-03-21,2025-03-15,2025-03-21,WESTCHESTER AVENUE SAFE HAVEN,Safe Haven,Brenita,X730,Y,N
1068,2025-03-22 - 2025-03-28,2025-03-22,2025-03-28,CONTINENTAL SAFE HAVEN,Safe Haven,Mohammed,B021,Y,Y
1069,2025-03-22 - 2025-03-28,2025-03-22,2025-03-28,CROMWELL AVENUE SAFE HAVEN,Safe Haven,Brenita,V014,N,N
1070,2025-03-22 - 2025-03-28,2025-03-22,2025-03-28,HEGEMAN SAFE HAVEN,Safe Haven,Brenita,B014,Y,N
1071,2025-03-22 - 2025-03-28,2025-03-22,2025-03-28,PAUL'S PLACE DROP IN,Drop-in Center,Cindy,DI08,Y,N
1072,2025-03-29 - 2025-04-04,2025-03-29,2025-04-04,BREAKING GROUND SEAFARERS,Safe Haven,Mohammed,M019,Y,N
1073,2025-03-29 - 2025-04-04,2025-03-29,2025-04-04,CARPENTER HOUSE SAFE HAVEN,Safe Haven,Mohammed,S014,Y,N
1074,2025-03-29 - 2025-04-04,2025-03-29,2025-04-04,EAST FLATBUSH SAFE HAVEN,Safe Haven,Brenita,B016,Y,N
1075,2025-03-29 - 2025-04-04,2025-03-29,2025-04-04,EASTSIDE STABILIZATION,Stabilization,Maggie,MSH1,N,N
1076,2025-03-29 - 2025-04-04,2025-03-29,2025-04-04,PYRAMID SAFE HAVEN,Safe Haven,Brenita,X015,N,N
1077,2025-03-29 - 2025-04-04,2025-03-29,2025-04-04,STEBBINS STABILIZATION,Stabilization,Brenita,XS02,Y,N
1078,2025-03-29 - 2025-04-04,2025-03-29,2025-04-04,TRAVELER'S SAFE HAVEN,Safe Haven,Brenita,M014,N,N
1079,2025-03-29 - 2025-04-04,2025-03-29,2025-04-04,UNION HALL SAFE HAVEN,Safe Haven,Cindy,QSH4,N,N
1080,2025-04-05 - 2025-04-11,2025-04-05,2025-04-11,105 STREET SAFE HAVEN,Safe Haven,Brenita,M011,Y,N
1081,2025-04-05 - 2025-04-11,2025-04-05,2025-04-11,BRC BOWERY SAFE HAVEN,Safe Haven,Mohammed,M034,Y,N
1082,2025-04-05 - 2025-04-11,2025-04-05,2025-04-11,PARK OVERLOOK STABILIZATION,Stabilization,Maggie,XS08,N,N
1083,2025-04-05 - 2025-04-11,2025-04-05,2025-04-11,Project Hospitality Outreach Team,Outreach Team ,Elena,,Y,N
1084,2025-04-05 - 2025-04-11,2025-04-05,2025-04-11,THE HOLLY STABILIZATION,Stabilization,Maggie,MS03,N,N
1085,2025-04-12 - 2025-04-18,2025-04-12,2025-04-18,BRC Outreach Team,Outreach Team ,Elena,,Y,N
1086,2025-04-12 - 2025-04-18,2025-04-12,2025-04-18,BRONXWORKS SAFE HAVEN - LIVING ROOM,Safe Haven,Brenita,X014,Y,N
1087,2025-04-12 - 2025-04-18,2025-04-12,2025-04-18,BronxWorks Outreach Team,Outreach Team ,Elena,,Y,N
1088,2025-04-12 - 2025-04-18,2025-04-12,2025-04-18,MARMION AVENUE SAFE HAVEN,Safe Haven,Ernest,X179,N,N
1089,2025-07-12 - 2025-07-18,2025-07-12,2025-07-18,BREAKING GROUND WILLIAMSBURG,Safe Haven,Mohammed,B019,Y,Y
1090,2025-07-12 - 2025-07-18,2025-07-12,2025-07-18,EASTSIDE STABILIZATION,Stabilization,Maggie,MSH1,Y,N
1091,2025-07-12 - 2025-07-18,2025-07-12,2025-07-18,HEGEMAN SAFE HAVEN,Safe Haven,Brenita,B014,Y,N
1092,2025-07-12 - 2025-07-18,2025-07-12,2025-07-18,INFINITI STABILIZATION,Stabilization,Maggie,BH13,Y,N
1093,2025-07-12 - 2025-07-18,2025-07-12,2025-07-18,LONG ACRE STABILIZATION - CUCS,Stabilization,Ernest,M096,Y,N
1094,2025-07-12 - 2025-07-18,2025-07-12,2025-07-18,LONG ACRE STABILIZATION -URBAN PATHWAY,Stabilization,Cindy,M095,Y,N
1095,2025-07-12 - 2025-07-18,2025-07-12,2025-07-18,VANDERBILT (YMCA) STABILIZATION,Stabilization,Maggie,XS01,Y,N
1096,2025-07-12 - 2025-07-18,2025-07-12,2025-07-18,VUE HOTEL STABILIZATION,Stabilization,Maggie,MV01,Y,N
1097,2025-07-12 - 2025-07-18,2025-07-12,2025-07-18,WASHINGTON STREET SAFE HAVEN,Safe Haven,Ernest,M035,Y,N
1098,2025-07-19 - 2025-07-25,2025-07-19,2025-07-25,9TH AVENUE DROP-IN CENTER,Drop-in Center,Cindy,DI10,N,N
1099,2025-07-19 - 2025-07-25,2025-07-19,2025-07-25,BREAKING GROUND WILLIAMSBURG,Safe Haven,Mohammed,B019,Y,N
1100,2025-07-19 - 2025-07-25,2025-07-19,2025-07-25,MOC Outreach Team,Outreach Team ,Elena,,Y,N
1101,2025-07-19 - 2025-07-25,2025-07-19,2025-07-25,THE BAXTER SAFE HAVEN,Safe Haven,Mohammed,QSH3,Y,Y
1102,2025-07-19 - 2025-07-25,2025-07-19,2025-07-25,VANDERBILT (YMCA) STABILIZATION,Stabilization,Maggie,XS01,Y,N
1103,2025-07-19 - 2025-07-25,2025-07-19,2025-07-25,WASHINGTON STREET SAFE HAVEN,Safe Haven,Ernest,M035,Y,N
1104,2025-07-26 - 2025-08-01,2025-07-26,2025-08-01,BRC BOWERY SAFE HAVEN,Safe Haven,Mohammed,M034,Y,N
1105,2025-07-26 - 2025-08-01,2025-07-26,2025-08-01,BRC Outreach Team,Outreach Team ,Elena,,Y,N
1106,2025-07-26 - 2025-08-01,2025-07-26,2025-08-01,BronxWorks Outreach Team,Outreach Team ,Elena,,Y,Y
1107,2025-07-26 - 2025-08-01,2025-07-26,2025-08-01,OLD BROADWAY SAFE HAVEN,Safe Haven,Ernest,M022,N,N
1108,2025-07-26 - 2025-08-01,2025-07-26,2025-08-01,OLIVIERI DROP IN CENTER,Drop-in Center,Cindy,DI04,Y,N
1109,2025-07-26 - 2025-08-01,2025-07-26,2025-08-01,WEBSTER SAFE HAVEN,Safe Haven,Ernest,XS03,N,N
1110,2025-08-02 - 2025-08-08,2025-08-02,2025-08-08,COMUNILIFE E. 146 STREET SAFE HAVEN I,Safe Haven,Ernest,X018,Y,N
1111,2025-08-02 - 2025-08-08,2025-08-02,2025-08-08,PAUL'S PLACE SAFE HAVEN,Safe Haven,Cindy,M021,Y,N
1112,2025-08-02 - 2025-08-08,2025-08-02,2025-08-08,PROJECT HOSPITALITY DROP-IN,Drop-in Center,Cindy,DI03,N,N
1113,2025-08-02 - 2025-08-08,2025-08-02,2025-08-08,STEBBINS STABILIZATION,Stabilization,Brenita,XS02,N,N
1114,2025-08-02 - 2025-08-08,2025-08-02,2025-08-08,TOV STABILIZATION BEDS PROGRAM,Stabilization,Maggie,XS04,N,N
1115,2025-08-02 - 2025-08-08,2025-08-02,2025-08-08,TRAVELER'S SAFE HAVEN,Safe Haven,Brenita,M014,N,N
1116,2025-08-02 - 2025-08-08,2025-08-02,2025-08-08,UNION HALL SAFE HAVEN,Safe Haven,Cindy,QSH4,Y,N
1117,2025-08-09 - 2025-08-15,2025-08-09,2025-08-15,Breaking Ground Brooklyn Outreach Team,Outreach Team ,Elena,,Y,N
1118,2025-08-09 - 2025-08-15,2025-08-09,2025-08-15,BREAKING GROUND SEAFARERS,Safe Haven,Mohammed,M019,Y,N
1119,2025-08-09 - 2025-08-15,2025-08-09,2025-08-15,CONTINENTAL SAFE HAVEN,Safe Haven,Mohammed,B021,Y,N
1120,2025-08-09 - 2025-08-15,2025-08-09,2025-08-15,CROMWELL AVENUE SAFE HAVEN,Safe Haven,Brenita,V014,Y,N
1121,2025-08-09 - 2025-08-15,2025-08-09,2025-08-15,HEGEMAN SAFE HAVEN,Safe Haven,Brenita,B014,Y,N
1122,2025-08-09 - 2025-08-15,2025-08-09,2025-08-15,LIVING ROOM DROP-IN CENTER,Drop-in Center,Cindy,DI01,Y,Y
1123,2025-08-09 - 2025-08-15,2025-08-09,2025-08-15,MAINCHANCE/GCN DROP-IN CENTER,Drop-in Center,Mohammed,DI02,Y,N
1124,2025-08-09 - 2025-08-15,2025-08-09,2025-08-15,PARKSIDE STABILIZATION,Stabilization,Maggie,BS04,Y,N
1125,2025-08-09 - 2025-08-15,2025-08-09,2025-08-15,PAUL'S PLACE DROP IN,Drop-in Center,Cindy,DI08,Y,N
1126,2025-06-07 - 2025-06-13,2025-06-07,2025-06-13,TRAVELER'S SAFE HAVEN,Safe Haven,Brenita,M014,N,N
1127,2025-06-07 - 2025-06-13,2025-06-07,2025-06-13,UNION HALL DROP IN,Drop-in Center,Cindy,DI09,Y,N
1128,2025-06-07 - 2025-06-13,2025-06-07,2025-06-13,UNION HALL SAFE HAVEN,Safe Haven,Cindy,QSH4,Y,N
1129,2025-06-14 - 2025-06-20,2025-06-14,2025-06-20,Breaking Ground Queens Outreach Team,Outreach Team ,Elena,,Y,N
1130,2025-06-14 - 2025-06-20,2025-06-14,2025-06-20,EASTSIDE STABILIZATION,Stabilization,Maggie,MSH1,Y,N
1131,2025-06-14 - 2025-06-20,2025-06-14,2025-06-20,LONG ACRE STABILIZATION -URBAN PATHWAY,Stabilization,Cindy,M095,Y,N
1132,2025-06-14 - 2025-06-20,2025-06-14,2025-06-20,MARMION AVENUE SAFE HAVEN,Safe Haven,Ernest,X179,N,N
1133,2025-06-14 - 2025-06-20,2025-06-14,2025-06-20,THE ANDREWS SAFE HAVEN,Safe Haven,Mohammed,H074,Y,N
1134,2025-06-14 - 2025-06-20,2025-06-14,2025-06-20,VUE HOTEL STABILIZATION,Stabilization,Maggie,MV01,Y,N
1135,2025-06-21 - 2025-06-27,2025-06-21,2025-06-27,Breaking Ground Brooklyn Outreach Team,Outreach Team ,Elena,,N,N
1136,2025-06-21 - 2025-06-27,2025-06-21,2025-06-27,CARPENTER HOUSE SAFE HAVEN,Safe Haven,Mohammed,S014,N,N
1137,2025-06-21 - 2025-06-27,2025-06-21,2025-06-27,EAST FLATBUSH SAFE HAVEN,Safe Haven,Brenita,B016,Y,N
1138,2025-06-21 - 2025-06-27,2025-06-21,2025-06-27,PARKSIDE STABILIZATION,Stabilization,Maggie,BS04,Y,N
1139,2025-06-21 - 2025-06-27,2025-06-21,2025-06-27,STEBBINS STABILIZATION,Stabilization,Brenita,XS02,N,N
1140,2025-06-21 - 2025-06-27,2025-06-21,2025-06-27,TRAVELER'S SAFE HAVEN,Safe Haven,Brenita,M014,N,N
1141,2025-06-28 - 2025-07-04,2025-06-28,2025-07-04,105 STREET SAFE HAVEN,Safe Haven,Brenita,M011,Y,N
1142,2025-06-28 - 2025-07-04,2025-06-28,2025-07-04,BRC BOWERY SAFE HAVEN,Safe Haven,Mohammed,M034,Y,N
1143,2025-06-28 - 2025-07-04,2025-06-28,2025-07-04,BREAKING GROUND SEAFARERS,Safe Haven,Mohammed,M019,Y,N
1144,2025-06-28 - 2025-07-04,2025-06-28,2025-07-04,CARE FOUND HERE MORRIS AVENUE,Safe Haven,Ernest,XS07,Y,N
1145,2025-06-28 - 2025-07-04,2025-06-28,2025-07-04,MARMION AVENUE SAFE HAVEN,Safe Haven,Ernest,X179,Y,N
1146,2025-06-28 - 2025-07-04,2025-06-28,2025-07-04,THE GATHERING PLACE,Drop-in Center,Cindy,DI05,Y,N
1147,2025-06-28 - 2025-07-04,2025-06-28,2025-07-04,UNION HALL DROP IN,Drop-in Center,Cindy,DI09,Y,N
1148,2025-06-28 - 2025-07-04,2025-06-28,2025-07-04,WESTCHESTER AVENUE SAFE HAVEN,Safe Haven,Brenita,X730,Y,N
1149,2025-07-05 - 2025-07-11,2025-07-05,2025-07-11,9TH AVENUE DROP-IN CENTER,Drop-in Center,Cindy,DI10,Y,N
1150,2025-07-05 - 2025-07-11,2025-07-05,2025-07-11,TOV STABILIZATION BEDS PROGRAM,Stabilization,Maggie,XS04,Y,N
1151,2025-07-12 - 2025-07-18,2025-07-12,2025-07-18,CONTINENTAL SAFE HAVEN,Safe Haven,Mohammed,B021,Y,N
1152,2025-07-12 - 2025-07-18,2025-07-12,2025-07-18,EAST FLATBUSH SAFE HAVEN,Safe Haven,Brenita,B016,Y,N
1153,2025-07-12 - 2025-07-18,2025-07-12,2025-07-18,MOC Outreach Team,Outreach Team ,Elena,,Y,N
1154,2025-07-12 - 2025-07-18,2025-07-12,2025-07-18,THE HOLLY STABILIZATION,Stabilization,Maggie,MS03,Y,N
1155,2025-07-19 - 2025-07-25,2025-07-19,2025-07-25,105 STREET SAFE HAVEN,Safe Haven,Brenita,M011,N,N
1156,2025-07-19 - 2025-07-25,2025-07-19,2025-07-25,127TH STREET KELLY SAFE HAVEN,Safe Haven,Brenita,M018,N,N
1157,2025-07-19 - 2025-07-25,2025-07-19,2025-07-25,BRC BOWERY SAFE HAVEN,Safe Haven,Mohammed,M034,Y,N
1158,2025-07-19 - 2025-07-25,2025-07-19,2025-07-25,BronxWorks Outreach Team,Outreach Team ,Elena,,Y,N
1159,2025-07-19 - 2025-07-25,2025-07-19,2025-07-25,CROMWELL AVENUE SAFE HAVEN,Safe Haven,Brenita,V014,N,N
1160,2025-07-19 - 2025-07-25,2025-07-19,2025-07-25,HEGEMAN SAFE HAVEN,Safe Haven,Brenita,B014,Y,N
1161,2025-07-19 - 2025-07-25,2025-07-19,2025-07-25,INFINITI STABILIZATION,Stabilization,Maggie,BH13,Y,N
1162,2025-07-19 - 2025-07-25,2025-07-19,2025-07-25,PAUL'S PLACE DROP IN,Drop-in Center,Cindy,DI08,Y,Y
1163,2025-07-26 - 2025-08-01,2025-07-26,2025-08-01,105 STREET SAFE HAVEN,Safe Haven,Brenita,M011,N,N
1164,2025-07-19 - 2025-07-25,2025-07-19,2025-07-25,BRC Outreach Team,Outreach Team ,Elena,,Y,N
1165,2025-07-19 - 2025-07-25,2025-07-19,2025-07-25,BREAKING GROUND SEAFARERS,Safe Haven,Mohammed,M019,Y,N
1166,2025-07-19 - 2025-07-25,2025-07-19,2025-07-25,COMUNILIFE SAFE HAVEN II (MONROE AVENUE),Safe Haven,Ernest,X016,Y,Y
1167,2025-07-19 - 2025-07-25,2025-07-19,2025-07-25,MAINCHANCE/GCN DROP-IN CENTER,Drop-in Center,Mohammed,DI02,Y,N
1168,2025-07-19 - 2025-07-25,2025-07-19,2025-07-25,MIDWOOD SAFE HAVEN,Safe Haven,Mohammed,B015,Y,N
1169,2025-07-19 - 2025-07-25,2025-07-19,2025-07-25,OLD BROADWAY SAFE HAVEN,Safe Haven,Ernest,M022,N,N
1170,2025-07-19 - 2025-07-25,2025-07-19,2025-07-25,OLIVIERI DROP IN CENTER,Drop-in Center,Cindy,DI04,Y,N
1171,2025-07-19 - 2025-07-25,2025-07-19,2025-07-25,PYRAMID SAFE HAVEN,Safe Haven,Brenita,X015,N,N
1172,2025-07-19 - 2025-07-25,2025-07-19,2025-07-25,QUEENS DROP IN CENTER,Drop-in Center,Cindy,DI06,N,N
1173,2025-07-19 - 2025-07-25,2025-07-19,2025-07-25,THE GATHERING PLACE,Drop-in Center,Cindy,DI05,Y,N
1174,2025-07-26 - 2025-08-01,2025-07-26,2025-08-01,BRC RECEPTION,Safe Haven,Mohammed,M0B1,N,N
1175,2025-07-26 - 2025-08-01,2025-07-26,2025-08-01,CONTINENTAL SAFE HAVEN,Safe Haven,Mohammed,B021,Y,N
1176,2025-07-26 - 2025-08-01,2025-07-26,2025-08-01,HEGEMAN SAFE HAVEN,Safe Haven,Brenita,B014,Y,N
1177,2025-07-26 - 2025-08-01,2025-07-26,2025-08-01,MIDWOOD SAFE HAVEN,Safe Haven,Mohammed,B015,Y,N
1178,2025-07-26 - 2025-08-01,2025-07-26,2025-08-01,QUEENS DROP IN CENTER,Drop-in Center,Cindy,DI06,Y,Y
1179,2025-08-02 - 2025-08-08,2025-08-02,2025-08-08,Breaking Ground Queens Outreach Team,Outreach Team ,Elena,,Y,Y
1180,2025-08-02 - 2025-08-08,2025-08-02,2025-08-08,EASTSIDE STABILIZATION,Stabilization,Maggie,MSH1,Y,N
1181,2025-08-02 - 2025-08-08,2025-08-02,2025-08-08,LONG ACRE STABILIZATION -URBAN PATHWAY,Stabilization,Cindy,M095,Y,N
1182,2025-08-02 - 2025-08-08,2025-08-02,2025-08-08,MOC Outreach Team,Outreach Team ,Elena,,N,N
1183,2025-08-02 - 2025-08-08,2025-08-02,2025-08-08,Project Hospitality Outreach Team,Outreach Team ,Elena,,Y,N
1184,2025-08-02 - 2025-08-08,2025-08-02,2025-08-08,THE HOLLY STABILIZATION,Stabilization,Maggie,MS03,Y,N
1185,2025-08-02 - 2025-08-08,2025-08-02,2025-08-08,VUE HOTEL STABILIZATION,Stabilization,Maggie,MV01,Y,N
1186,2025-08-09 - 2025-08-15,2025-08-09,2025-08-15,CARPENTER HOUSE SAFE HAVEN,Safe Haven,Mohammed,S014,Y,N
1187,2025-08-09 - 2025-08-15,2025-08-09,2025-08-15,EAST FLATBUSH SAFE HAVEN,Safe Haven,Brenita,B016,Y,N
1188,2025-08-09 - 2025-08-15,2025-08-09,2025-08-15,WEBSTER SAFE HAVEN,Safe Haven,Ernest,XS03,N,N
1189,2025-08-16 - 2025-08-22,2025-08-16,2025-08-22,CARPENTER HOUSE SAFE HAVEN,Safe Haven,Mohammed,S014,N,N
1190,2025-08-16 - 2025-08-22,2025-08-16,2025-08-22,EAST FLATBUSH SAFE HAVEN,Safe Haven,Brenita,B016,N,N
1191,2025-08-16 - 2025-08-22,2025-08-16,2025-08-22,PARKSIDE STABILIZATION,Stabilization,Maggie,BS04,Y,N
1192,2025-08-23 - 2025-08-29,2025-08-23,2025-08-29,127TH STREET KELLY SAFE HAVEN,Safe Haven,Brenita,M018,Y,N
1193,2025-08-23 - 2025-08-29,2025-08-23,2025-08-29,BRC RECEPTION,Safe Haven,Mohammed,M0B1,Y,N
1194,2025-08-23 - 2025-08-29,2025-08-23,2025-08-29,BRC Outreach Team,Outreach Team ,Elena,,Y,N
1195,2025-08-23 - 2025-08-29,2025-08-23,2025-08-29,BREAKING GROUND WILLIAMSBURG,Safe Haven,Mohammed,B019,Y,N
1196,2025-08-23 - 2025-08-29,2025-08-23,2025-08-29,COMUNILIFE SAFE HAVEN II (MONROE AVENUE),Safe Haven,Ernest,X016,Y,Y
1197,2025-08-23 - 2025-08-29,2025-08-23,2025-08-29,HEGEMAN SAFE HAVEN,Safe Haven,Brenita,B014,Y,N
1198,2025-08-23 - 2025-08-29,2025-08-23,2025-08-29,INFINITI STABILIZATION,Stabilization,Maggie,BH13,Y,N
1199,2025-08-23 - 2025-08-29,2025-08-23,2025-08-29,LONG ACRE STABILIZATION - CUCS,Stabilization,Ernest,M096,N,N
1200,2025-08-23 - 2025-08-29,2025-08-23,2025-08-29,VANDERBILT (YMCA) STABILIZATION,Stabilization,Maggie,XS01,Y,N
1201,2025-08-23 - 2025-08-29,2025-08-23,2025-08-29,WASHINGTON STREET SAFE HAVEN,Safe Haven,Ernest,M035,Y,N
1202,2025-06-21 - 2025-06-27,2025-06-21,2025-06-27,THE ANDREWS SAFE HAVEN,Safe Haven,Mohammed,H074,Y,N
1203,2025-06-21 - 2025-06-27,2025-06-21,2025-06-27,THE GATHERING PLACE,Drop-in Center,Cindy,DI05,Y,N
1204,2025-06-21 - 2025-06-27,2025-06-21,2025-06-27,UNION HALL DROP IN,Drop-in Center,Cindy,DI09,N,N
1205,2025-06-28 - 2025-07-04,2025-06-28,2025-07-04,BG AT 83RD STREET,Safe Haven,Brenita,MS01,Y,N
1206,2025-06-28 - 2025-07-04,2025-06-28,2025-07-04,MIDWOOD SAFE HAVEN,Safe Haven,Mohammed,B015,Y,Y
1207,2025-06-28 - 2025-07-04,2025-06-28,2025-07-04,THE HOLLY STABILIZATION,Stabilization,Maggie,MS03,Y,N
1208,2025-07-05 - 2025-07-11,2025-07-05,2025-07-11,BREAKING GROUND WILLIAMSBURG,Safe Haven,Mohammed,B019,Y,N
1209,2025-07-05 - 2025-07-11,2025-07-05,2025-07-11,BRONXWORKS SAFE HAVEN - LIVING ROOM,Safe Haven,Brenita,X014,Y,N
1210,2025-07-05 - 2025-07-11,2025-07-05,2025-07-11,MAINCHANCE/GCN DROP-IN CENTER,Drop-in Center,Mohammed,DI02,Y,Y
1211,2025-07-05 - 2025-07-11,2025-07-05,2025-07-11,MOC Outreach Team,Outreach Team ,Elena,,Y,N
1212,2025-07-05 - 2025-07-11,2025-07-05,2025-07-11,PROSPECT STABILIZATION BEDS PROGRAM,Stabilization,Maggie,XS05,Y,N
1213,2025-07-05 - 2025-07-11,2025-07-05,2025-07-11,THE BAXTER SAFE HAVEN,Safe Haven,Mohammed,QSH3,Y,N
1214,2025-07-05 - 2025-07-11,2025-07-05,2025-07-11,VANDERBILT (YMCA) STABILIZATION,Stabilization,Maggie,XS01,N,N
1215,2025-07-12 - 2025-07-18,2025-07-12,2025-07-18,105 STREET SAFE HAVEN,Safe Haven,Brenita,M011,N,N
